Modal,Potensi_Pasar,Lokasi,Persaingan,Tren_Usaha,Jenis_Usaha,Jenis_Usaha_Spesifik,id_mapping,skenario_ke
79100000,1,1,3,2,Produksi,Produksi roti,69,3
49300000,2,1,1,3,Produksi,Produksi roti,69,4
29000000,2,1,2,2,Produksi,Produksi roti,69,5
18200000,2,1,2,2,Produksi,Produksi roti,69,6
39900000,2,1,2,2,Produksi,Produksi roti,69,7
52900000,3,2,2,2,Produksi,Produksi roti,69,8
15300000,3,1,2,3,Produksi,Produksi roti,69,9
18900000,3,1,2,1,Produksi,Produksi roti,69,10
23400000,3,2,2,2,Produksi,Produksi roti,69,11
18000000,2,2,2,2,Produksi,Produksi roti,69,12
16700000,2,2,3,2,Produksi,Produksi roti,69,13
37900000,2,1,2,2,Produksi,Produksi roti,69,14
83400000,2,1,2,2,Produksi,Produksi roti,69,15
34800000,1,1,1,2,Produksi,Produksi roti,69,16
18700000,2,1,2,2,Produksi,Produksi roti,69,17
31100000,2,1,2,2,Produksi,Produksi roti,69,18
34900000,3,1,3,1,Produksi,Produksi roti,69,19
28700000,3,1,2,2,Produksi,Produksi roti,69,20
80000000,2,1,3,3,Produksi,Produksi kue kering,70,1
13700000,2,1,2,3,Produksi,Produksi kue kering,70,2
10300000,2,1,2,2,Produksi,Produksi kue kering,70,3
5900000,2,1,3,2,Produksi,Produksi kue kering,70,4
11000000,1,1,3,2,Produksi,Produksi kue kering,70,5
7400000,2,1,1,2,Produksi,Produksi kue kering,70,6
71900000,2,2,3,2,Produksi,Produksi kue kering,70,7
5500000,2,2,2,2,Produksi,Produksi kue kering,70,8
6500000,3,1,2,1,Produksi,Produksi kue kering,70,9
118500000,2,2,3,1,Produksi,Produksi kue kering,70,10
73300000,2,1,2,2,Produksi,Produksi kue kering,70,11
16200000,2,2,2,3,Produksi,Produksi kue kering,70,12
19000000,2,1,2,2,Produksi,Produksi kue kering,70,13
37100000,2,1,2,2,Produksi,Produksi kue kering,70,14
8800000,2,3,3,2,Produksi,Produksi kue kering,70,15
36700000,2,2,2,2,Produksi,Produksi kue kering,70,16
69900000,2,1,2,2,Produksi,Produksi kue kering,70,17
66500000,2,1,2,2,Produksi,Produksi kue kering,70,18
6000000,2,2,2,2,Produksi,Produksi kue kering,70,19
7800000,3,2,2,2,Produksi,Produksi kue kering,70,20
30700000,2,1,1,2,Produksi,Produksi minuman herbal,71,1
33100000,2,1,2,2,Produksi,Produksi minuman herbal,71,2
15100000,3,2,2,2,Produksi,Produksi minuman herbal,71,3
19500000,3,2,2,3,Produksi,Produksi minuman herbal,71,4
10700000,3,1,2,2,Produksi,Produksi minuman herbal,71,5
8200000,2,1,2,2,Produksi,Produksi minuman herbal,71,6
8400000,2,1,2,2,Produksi,Produksi minuman herbal,71,7
36400000,2,2,2,3,Produksi,Produksi minuman herbal,71,8
164700000,2,2,3,2,Produksi,Produksi minuman herbal,71,9
23900000,2,1,2,3,Produksi,Produksi minuman herbal,71,10
15900000,2,2,2,3,Produksi,Produksi minuman herbal,71,11
32100000,3,2,2,2,Produksi,Produksi minuman herbal,71,12
26400000,2,1,2,3,Produksi,Produksi minuman herbal,71,13
124800000,2,2,2,2,Produksi,Produksi minuman herbal,71,14
13800000,3,2,2,2,Produksi,Produksi minuman herbal,71,15
6300000,2,1,2,3,Produksi,Produksi minuman herbal,71,16
8100000,2,2,1,2,Produksi,Produksi minuman herbal,71,17
65900000,2,1,2,2,Produksi,Produksi minuman herbal,71,18
15300000,1,1,2,2,Produksi,Produksi minuman herbal,71,19
68000000,2,1,2,2,Produksi,Produksi minuman herbal,71,20
11600000,2,1,2,2,Produksi,Produksi kerupuk,72,1
17600000,2,1,2,2,Produksi,Produksi kerupuk,72,2
10800000,2,1,2,2,Produksi,Produksi kerupuk,72,3
13400000,3,2,2,2,Produksi,Produksi kerupuk,72,4
21500000,2,1,2,2,Produksi,Produksi kerupuk,72,5
43600000,2,1,2,2,Produksi,Produksi kerupuk,72,6
82800000,2,1,2,2,Produksi,Produksi kerupuk,72,7
10500000,2,1,1,3,Produksi,Produksi kerupuk,72,8
102700000,2,1,2,2,Produksi,Produksi kerupuk,72,9
193200000,2,1,2,3,Produksi,Produksi kerupuk,72,10
176600000,1,2,2,2,Produksi,Produksi kerupuk,72,11
28400000,2,1,2,2,Produksi,Produksi kerupuk,72,12
13200000,2,2,2,2,Produksi,Produksi kerupuk,72,13
23700000,3,1,2,2,Produksi,Produksi kerupuk,72,14
101700000,2,1,2,2,Produksi,Produksi kerupuk,72,15
27200000,2,2,2,3,Produksi,Produksi kerupuk,72,16
26500000,2,1,3,1,Produksi,Produksi kerupuk,72,17
59800000,2,2,2,2,Produksi,Produksi kerupuk,72,18
21800000,3,2,2,3,Produksi,Produksi kerupuk,72,19
19500000,2,1,2,1,Produksi,Produksi kerupuk,72,20
9700000,2,1,3,2,Produksi,Produksi tempe,73,1
15200000,2,1,2,2,Produksi,Produksi tempe,73,2
14100000,2,1,1,2,Produksi,Produksi tempe,73,3
14200000,2,2,2,2,Produksi,Produksi tempe,73,4
180500000,2,1,2,2,Produksi,Produksi tempe,73,5
15700000,3,1,2,2,Produksi,Produksi tempe,73,6
18800000,2,1,3,2,Produksi,Produksi tempe,73,7
23100000,3,1,2,2,Produksi,Produksi tempe,73,8
20000000,2,1,2,2,Produksi,Produksi tempe,73,9
153500000,2,2,2,2,Produksi,Produksi tempe,73,10
18400000,2,1,2,2,Produksi,Produksi tempe,73,11
24400000,3,1,2,2,Produksi,Produksi tempe,73,12
113100000,2,1,2,2,Produksi,Produksi tempe,73,13
20400000,2,1,2,2,Produksi,Produksi tempe,73,14
143300000,3,2,2,2,Produksi,Produksi tempe,73,15
156800000,2,2,1,2,Produksi,Produksi tempe,73,16
106400000,2,1,2,2,Produksi,Produksi tempe,73,17
22800000,3,1,2,2,Produksi,Produksi tempe,73,18
39300000,2,1,3,2,Produksi,Produksi tempe,73,19
120400000,2,1,2,2,Produksi,Produksi tempe,73,20
31300000,2,1,2,3,Produksi,Produksi tahu,74,1
155200000,2,3,2,1,Produksi,Produksi tahu,74,2
35100000,3,1,2,3,Produksi,Produksi tahu,74,3
154700000,2,2,2,1,Produksi,Produksi tahu,74,4
37900000,2,2,2,2,Produksi,Produksi tahu,74,5
56500000,2,1,1,3,Produksi,Produksi tahu,74,6
21000000,3,1,1,2,Produksi,Produksi tahu,74,7
60700000,1,1,2,2,Produksi,Produksi tahu,74,8
18400000,1,1,2,3,Produksi,Produksi tahu,74,9
95900000,2,1,2,2,Produksi,Produksi tahu,74,10
102400000,2,3,2,2,Produksi,Produksi tahu,74,11
57300000,2,1,2,2,Produksi,Produksi tahu,74,12
23000000,2,2,3,2,Produksi,Produksi tahu,74,13
28600000,3,1,3,2,Produksi,Produksi tahu,74,14
17200000,2,1,2,2,Produksi,Produksi tahu,74,15
38700000,1,1,3,3,Produksi,Produksi tahu,74,16
39400000,1,1,2,2,Produksi,Produksi tahu,74,17
39700000,1,1,1,2,Produksi,Produksi tahu,74,18
39300000,1,1,2,2,Produksi,Produksi tahu,74,19
36400000,2,1,2,2,Produksi,Produksi tahu,74,20
60900000,1,1,2,2,Produksi,Produksi frozen food,75,1
36100000,1,2,2,2,Produksi,Produksi frozen food,75,2
92100000,2,1,2,2,Produksi,Produksi frozen food,75,3
11600000,1,1,2,2,Produksi,Produksi frozen food,75,4
10900000,1,1,2,2,Produksi,Produksi frozen food,75,5
109400000,2,2,1,2,Produksi,Produksi frozen food,75,6
92400000,2,1,2,2,Produksi,Produksi frozen food,75,7
20100000,2,1,2,2,Produksi,Produksi frozen food,75,8
187900000,1,1,3,1,Produksi,Produksi frozen food,75,9
179000000,2,2,2,2,Produksi,Produksi frozen food,75,10
10700000,2,1,2,2,Produksi,Produksi frozen food,75,11
26600000,2,1,2,2,Produksi,Produksi frozen food,75,12
16800000,2,2,2,2,Produksi,Produksi frozen food,75,13
31300000,2,1,2,2,Produksi,Produksi frozen food,75,14
25800000,2,1,2,2,Produksi,Produksi frozen food,75,15
79300000,2,1,2,2,Produksi,Produksi frozen food,75,16
156500000,3,1,2,2,Produksi,Produksi frozen food,75,17
19900000,2,1,2,2,Produksi,Produksi frozen food,75,18
159200000,3,2,2,2,Produksi,Produksi frozen food,75,19
57600000,2,1,2,2,Produksi,Produksi frozen food,75,20
151100000,2,1,2,2,Produksi,Produksi abon,76,1
20400000,3,1,2,1,Produksi,Produksi abon,76,2
13900000,2,1,2,2,Produksi,Produksi abon,76,3
30400000,2,1,3,2,Produksi,Produksi abon,76,4
8800000,2,1,2,2,Produksi,Produksi abon,76,5
22400000,2,1,2,2,Produksi,Produksi abon,76,6
10500000,2,1,2,3,Produksi,Produksi abon,76,7
11700000,2,3,2,2,Produksi,Produksi abon,76,8
11500000,2,1,2,3,Produksi,Produksi abon,76,9
45200000,1,2,2,2,Produksi,Produksi abon,76,10
62300000,1,1,3,1,Produksi,Produksi abon,76,11
8400000,2,1,2,3,Produksi,Produksi abon,76,12
14500000,1,1,1,2,Produksi,Produksi abon,76,13
17000000,3,2,2,2,Produksi,Produksi abon,76,14
15900000,2,2,3,2,Produksi,Produksi abon,76,15
185900000,3,2,2,2,Produksi,Produksi abon,76,16
81700000,2,1,3,1,Produksi,Produksi abon,76,17
40200000,2,2,2,2,Produksi,Produksi abon,76,18
9200000,1,1,3,2,Produksi,Produksi abon,76,19
146600000,2,2,2,2,Produksi,Produksi abon,76,20
9900000,1,1,3,2,Produksi,Produksi sambal,77,1
14500000,2,1,3,2,Produksi,Produksi sambal,77,2
10400000,2,1,2,3,Produksi,Produksi sambal,77,3
6800000,2,2,2,2,Produksi,Produksi sambal,77,4
117400000,2,2,2,2,Produksi,Produksi sambal,77,5
9300000,2,1,3,2,Produksi,Produksi sambal,77,6
18900000,2,1,2,2,Produksi,Produksi sambal,77,7
22300000,2,1,2,2,Produksi,Produksi sambal,77,8
72500000,1,1,2,2,Produksi,Produksi sambal,77,9
13400000,3,1,2,3,Produksi,Produksi sambal,77,10
16000000,3,1,2,3,Produksi,Produksi sambal,77,11
11600000,3,3,2,3,Produksi,Produksi sambal,77,12
14300000,1,1,2,1,Produksi,Produksi sambal,77,13
12600000,2,1,2,2,Produksi,Produksi sambal,77,14
5000000,2,2,2,1,Produksi,Produksi sambal,77,15
33500000,2,1,2,2,Produksi,Produksi sambal,77,16
9100000,1,1,2,2,Produksi,Produksi sambal,77,17
177700000,2,1,2,2,Produksi,Produksi sambal,77,18
8100000,3,1,2,2,Produksi,Produksi sambal,77,19
10800000,2,1,3,2,Produksi,Produksi sambal,77,20
25100000,2,2,3,1,Produksi,Produksi pakaian,78,1
127000000,2,2,2,2,Produksi,Produksi pakaian,78,2
51400000,2,2,2,2,Produksi,Produksi pakaian,78,3
25700000,2,2,1,2,Produksi,Produksi pakaian,78,4
35900000,2,1,2,3,Produksi,Produksi pakaian,78,5
20100000,3,1,2,3,Produksi,Produksi pakaian,78,6
27000000,2,1,2,2,Produksi,Produksi pakaian,78,7
36900000,2,1,2,2,Produksi,Produksi pakaian,78,8
63600000,2,1,3,2,Produksi,Produksi pakaian,78,9
74600000,2,1,2,2,Produksi,Produksi pakaian,78,10
22900000,2,1,2,3,Produksi,Produksi pakaian,78,11
80600000,2,1,2,2,Produksi,Produksi pakaian,78,12
46100000,2,2,3,2,Produksi,Produksi pakaian,78,13
33300000,2,2,3,2,Produksi,Produksi pakaian,78,14
31000000,2,1,2,2,Produksi,Produksi pakaian,78,15
70700000,2,1,3,3,Produksi,Produksi pakaian,78,16
30400000,2,2,1,2,Produksi,Produksi pakaian,78,17
114400000,2,1,3,2,Produksi,Produksi pakaian,78,18
41200000,2,2,1,2,Produksi,Produksi pakaian,78,19
26700000,2,1,2,2,Produksi,Produksi pakaian,78,20
8400000,3,1,2,2,Produksi,Produksi tas handmade,79,1
21300000,3,1,2,2,Produksi,Produksi tas handmade,79,2
24200000,2,1,2,3,Produksi,Produksi tas handmade,79,3
72400000,3,1,2,3,Produksi,Produksi tas handmade,79,4
15700000,2,1,2,2,Produksi,Produksi tas handmade,79,5
97300000,2,1,2,2,Produksi,Produksi tas handmade,79,6
66100000,2,1,2,2,Produksi,Produksi tas handmade,79,7
8200000,2,2,2,2,Produksi,Produksi tas handmade,79,8
45400000,2,1,2,2,Produksi,Produksi tas handmade,79,9
13700000,2,1,2,2,Produksi,Produksi tas handmade,79,10
11100000,2,1,2,2,Produksi,Produksi tas handmade,79,11
159900000,2,1,2,2,Produksi,Produksi tas handmade,79,12
191300000,2,1,2,2,Produksi,Produksi tas handmade,79,13
13900000,2,1,1,2,Produksi,Produksi tas handmade,79,14
23500000,2,1,2,2,Produksi,Produksi tas handmade,79,15
14200000,2,1,2,1,Produksi,Produksi tas handmade,79,16
46600000,2,1,2,2,Produksi,Produksi tas handmade,79,17
9800000,2,1,2,2,Produksi,Produksi tas handmade,79,18
25900000,2,1,2,3,Produksi,Produksi tas handmade,79,19
107000000,3,2,2,2,Produksi,Produksi tas handmade,79,20
119600000,3,2,2,3,Produksi,Produksi lilin aromaterapi,80,1
12700000,2,1,2,2,Produksi,Produksi lilin aromaterapi,80,2
71600000,2,2,2,2,Produksi,Produksi lilin aromaterapi,80,3
16100000,2,1,2,2,Produksi,Produksi lilin aromaterapi,80,4
9200000,1,1,2,2,Produksi,Produksi lilin aromaterapi,80,5
164600000,3,1,1,2,Produksi,Produksi lilin aromaterapi,80,6
7100000,2,1,3,2,Produksi,Produksi lilin aromaterapi,80,7
4900000,2,1,2,2,Produksi,Produksi lilin aromaterapi,80,8
67100000,2,1,2,2,Produksi,Produksi lilin aromaterapi,80,9
21000000,2,1,2,1,Produksi,Produksi lilin aromaterapi,80,10
6700000,1,1,2,3,Produksi,Produksi lilin aromaterapi,80,11
14900000,1,1,1,3,Produksi,Produksi lilin aromaterapi,80,12
5800000,1,1,1,3,Produksi,Produksi lilin aromaterapi,80,13
13900000,2,2,2,3,Produksi,Produksi lilin aromaterapi,80,14
6600000,2,1,2,2,Produksi,Produksi lilin aromaterapi,80,15
43100000,2,2,2,2,Produksi,Produksi lilin aromaterapi,80,16
10100000,2,1,2,2,Produksi,Produksi lilin aromaterapi,80,17
9700000,3,1,2,2,Produksi,Produksi lilin aromaterapi,80,18
4200000,2,1,2,2,Produksi,Produksi lilin aromaterapi,80,19
8600000,2,2,2,2,Produksi,Produksi lilin aromaterapi,80,20
167100000,2,1,2,3,Pertanian/Peternakan,Budidaya sayur,81,1
8900000,2,1,1,2,Pertanian/Peternakan,Budidaya sayur,81,2
178100000,2,1,2,2,Pertanian/Peternakan,Budidaya sayur,81,3
8800000,1,1,1,3,Pertanian/Peternakan,Budidaya sayur,81,4
88600000,2,3,1,3,Pertanian/Peternakan,Budidaya sayur,81,5
153700000,2,1,1,2,Pertanian/Peternakan,Budidaya sayur,81,6
9200000,3,1,2,2,Pertanian/Peternakan,Budidaya sayur,81,7
22600000,3,1,1,3,Pertanian/Peternakan,Budidaya sayur,81,8
46100000,3,2,1,2,Pertanian/Peternakan,Budidaya sayur,81,9
11700000,2,2,1,1,Pertanian/Peternakan,Budidaya sayur,81,10
21400000,2,1,1,3,Pertanian/Peternakan,Budidaya sayur,81,11
9500000,2,1,1,2,Pertanian/Peternakan,Budidaya sayur,81,12
14300000,2,1,1,1,Pertanian/Peternakan,Budidaya sayur,81,13
103200000,2,1,1,2,Pertanian/Peternakan,Budidaya sayur,81,14
6000000,2,1,2,2,Pertanian/Peternakan,Budidaya sayur,81,15
14400000,2,1,2,1,Pertanian/Peternakan,Budidaya sayur,81,16
17100000,2,1,1,2,Pertanian/Peternakan,Budidaya sayur,81,17
142000000,1,1,1,3,Pertanian/Peternakan,Budidaya sayur,81,18
41300000,2,3,1,2,Pertanian/Peternakan,Budidaya sayur,81,19
88000000,2,1,1,2,Pertanian/Peternakan,Budidaya sayur,81,20
39800000,3,2,1,3,Pertanian/Peternakan,Tanaman hias,82,1
9300000,2,1,1,3,Pertanian/Peternakan,Tanaman hias,82,2
17000000,2,1,1,3,Pertanian/Peternakan,Tanaman hias,82,3
90100000,3,2,1,2,Pertanian/Peternakan,Tanaman hias,82,4
6000000,3,1,1,2,Pertanian/Peternakan,Tanaman hias,82,5
25200000,1,1,2,2,Pertanian/Peternakan,Tanaman hias,82,6
131000000,2,2,1,2,Pertanian/Peternakan,Tanaman hias,82,7
5700000,2,1,3,2,Pertanian/Peternakan,Tanaman hias,82,8
61600000,2,2,1,2,Pertanian/Peternakan,Tanaman hias,82,9
15600000,2,2,1,2,Pertanian/Peternakan,Tanaman hias,82,10
7100000,3,3,1,2,Pertanian/Peternakan,Tanaman hias,82,11
5500000,3,1,1,2,Pertanian/Peternakan,Tanaman hias,82,12
6100000,2,2,2,2,Pertanian/Peternakan,Tanaman hias,82,13
9200000,2,1,2,2,Pertanian/Peternakan,Tanaman hias,82,14
5100000,3,1,1,3,Pertanian/Peternakan,Tanaman hias,82,15
8700000,3,1,1,2,Pertanian/Peternakan,Tanaman hias,82,16
16100000,2,3,2,2,Pertanian/Peternakan,Tanaman hias,82,17
29600000,3,1,2,2,Pertanian/Peternakan,Tanaman hias,82,18
145800000,2,1,2,3,Pertanian/Peternakan,Tanaman hias,82,19
118000000,2,2,1,3,Pertanian/Peternakan,Tanaman hias,82,20
76200000,3,2,1,2,Pertanian/Peternakan,Ternak ayam,83,1
22400000,2,1,2,2,Pertanian/Peternakan,Ternak ayam,83,2
189400000,3,1,1,3,Pertanian/Peternakan,Ternak ayam,83,3
43500000,2,2,1,2,Pertanian/Peternakan,Ternak ayam,83,4
41100000,1,2,1,2,Pertanian/Peternakan,Ternak ayam,83,5
48600000,3,2,1,2,Pertanian/Peternakan,Ternak ayam,83,6
186700000,1,1,2,1,Pertanian/Peternakan,Ternak ayam,83,7
37100000,2,2,1,2,Pertanian/Peternakan,Ternak ayam,83,8
29400000,2,1,2,3,Pertanian/Peternakan,Ternak ayam,83,9
146500000,3,1,1,2,Pertanian/Peternakan,Ternak ayam,83,10
46000000,3,3,1,2,Pertanian/Peternakan,Ternak ayam,83,11
47600000,2,1,2,2,Pertanian/Peternakan,Ternak ayam,83,12
113100000,1,1,1,3,Pertanian/Peternakan,Ternak ayam,83,13
15400000,2,1,1,2,Pertanian/Peternakan,Ternak ayam,83,14
43300000,2,1,1,2,Pertanian/Peternakan,Ternak ayam,83,15
17500000,2,1,2,3,Pertanian/Peternakan,Ternak ayam,83,16
44100000,3,1,3,3,Pertanian/Peternakan,Ternak ayam,83,17
53000000,2,1,2,2,Pertanian/Peternakan,Ternak ayam,83,18
30600000,2,1,2,3,Pertanian/Peternakan,Ternak ayam,83,19
20600000,2,1,1,2,Pertanian/Peternakan,Ternak ayam,83,20
21100000,2,2,2,2,Pertanian/Peternakan,Ternak ikan,84,1
191200000,1,1,2,3,Pertanian/Peternakan,Ternak ikan,84,2
43200000,2,3,1,1,Pertanian/Peternakan,Ternak ikan,84,3
24100000,1,3,1,3,Pertanian/Peternakan,Ternak ikan,84,4
47600000,1,1,2,3,Pertanian/Peternakan,Ternak ikan,84,5
67300000,2,1,1,2,Pertanian/Peternakan,Ternak ikan,84,6
155200000,2,1,2,2,Pertanian/Peternakan,Ternak ikan,84,7
134500000,2,1,1,2,Pertanian/Peternakan,Ternak ikan,84,8
17300000,2,3,1,2,Pertanian/Peternakan,Ternak ikan,84,9
59800000,2,3,3,2,Pertanian/Peternakan,Ternak ikan,84,10
77400000,2,3,3,2,Pertanian/Peternakan,Ternak ikan,84,11
18100000,3,1,1,3,Pertanian/Peternakan,Ternak ikan,84,12
123500000,2,2,1,2,Pertanian/Peternakan,Ternak ikan,84,13
37900000,2,1,1,2,Pertanian/Peternakan,Ternak ikan,84,14
57500000,2,2,1,2,Pertanian/Peternakan,Ternak ikan,84,15
132900000,2,1,1,2,Pertanian/Peternakan,Ternak ikan,84,16
32900000,2,1,2,3,Pertanian/Peternakan,Ternak ikan,84,17
155300000,2,1,3,3,Pertanian/Peternakan,Ternak ikan,84,18
39500000,2,1,1,2,Pertanian/Peternakan,Ternak ikan,84,19
18400000,2,1,1,2,Pertanian/Peternakan,Ternak ikan,84,20
65400000,2,2,2,2,Pertanian/Peternakan,Ternak kambing,85,1
89900000,1,1,1,2,Pertanian/Peternakan,Ternak kambing,85,2
99500000,3,1,3,2,Pertanian/Peternakan,Ternak kambing,85,3
34200000,2,1,1,2,Pertanian/Peternakan,Ternak kambing,85,4
157100000,2,1,1,3,Pertanian/Peternakan,Ternak kambing,85,5
45500000,2,1,3,3,Pertanian/Peternakan,Ternak kambing,85,6
72700000,2,1,1,3,Pertanian/Peternakan,Ternak kambing,85,7
41700000,1,1,2,3,Pertanian/Peternakan,Ternak kambing,85,8
49600000,1,2,2,2,Pertanian/Peternakan,Ternak kambing,85,9
85900000,3,1,2,2,Pertanian/Peternakan,Ternak kambing,85,10
132400000,2,1,1,1,Pertanian/Peternakan,Ternak kambing,85,11
108300000,2,1,1,2,Pertanian/Peternakan,Ternak kambing,85,12
127200000,2,1,2,2,Pertanian/Peternakan,Ternak kambing,85,13
74500000,2,1,2,3,Pertanian/Peternakan,Ternak kambing,85,14
151800000,1,1,1,2,Pertanian/Peternakan,Ternak kambing,85,15
123500000,1,2,2,1,Pertanian/Peternakan,Ternak kambing,85,16
90400000,3,2,1,3,Pertanian/Peternakan,Ternak kambing,85,17
30300000,3,1,1,2,Pertanian/Peternakan,Ternak kambing,85,18
107400000,2,2,1,3,Pertanian/Peternakan,Ternak kambing,85,19
106100000,2,1,1,2,Pertanian/Peternakan,Ternak kambing,85,20
39500000,2,2,2,3,Pertanian/Peternakan,Hidroponik,86,1
25500000,3,1,2,3,Pertanian/Peternakan,Hidroponik,86,2
47100000,3,3,1,3,Pertanian/Peternakan,Hidroponik,86,3
42400000,2,2,1,3,Pertanian/Peternakan,Hidroponik,86,4
27600000,3,3,1,3,Pertanian/Peternakan,Hidroponik,86,5
167700000,3,1,2,3,Pertanian/Peternakan,Hidroponik,86,6
43200000,1,1,1,2,Pertanian/Peternakan,Hidroponik,86,7
31500000,3,1,1,3,Pertanian/Peternakan,Hidroponik,86,8
104200000,3,3,1,3,Pertanian/Peternakan,Hidroponik,86,9
33400000,3,1,1,2,Pertanian/Peternakan,Hidroponik,86,10
21500000,2,1,2,3,Pertanian/Peternakan,Hidroponik,86,11
46800000,2,1,2,1,Pertanian/Peternakan,Hidroponik,86,12
38000000,1,1,1,1,Pertanian/Peternakan,Hidroponik,86,13
37500000,2,1,1,3,Pertanian/Peternakan,Hidroponik,86,14
43400000,3,2,3,2,Pertanian/Peternakan,Hidroponik,86,15
20200000,1,1,1,2,Pertanian/Peternakan,Hidroponik,86,16
45400000,1,1,2,2,Pertanian/Peternakan,Hidroponik,86,17
194800000,3,1,3,2,Pertanian/Peternakan,Hidroponik,86,18
130000000,2,2,1,2,Pertanian/Peternakan,Hidroponik,86,19
56500000,2,2,1,2,Pertanian/Peternakan,Hidroponik,86,20
96600000,2,2,3,3,Pertanian/Peternakan,Perkebunan kecil,87,1
68900000,3,1,2,1,Pertanian/Peternakan,Perkebunan kecil,87,2
189300000,3,1,1,3,Pertanian/Peternakan,Perkebunan kecil,87,3
31400000,2,1,1,1,Pertanian/Peternakan,Perkebunan kecil,87,4
59700000,3,1,2,1,Pertanian/Peternakan,Perkebunan kecil,87,5
30600000,2,1,1,2,Pertanian/Peternakan,Perkebunan kecil,87,6
10500000,1,1,2,2,Pertanian/Peternakan,Perkebunan kecil,87,7
24300000,2,1,2,1,Pertanian/Peternakan,Perkebunan kecil,87,8
23100000,1,1,1,2,Pertanian/Peternakan,Perkebunan kecil,87,9
80600000,1,1,1,2,Pertanian/Peternakan,Perkebunan kecil,87,10
69200000,2,3,2,2,Pertanian/Peternakan,Perkebunan kecil,87,11
106900000,3,1,1,1,Pertanian/Peternakan,Perkebunan kecil,87,12
29800000,2,1,1,2,Pertanian/Peternakan,Perkebunan kecil,87,13
49700000,2,1,2,2,Pertanian/Peternakan,Perkebunan kecil,87,14
117900000,1,1,1,1,Pertanian/Peternakan,Perkebunan kecil,87,15
15600000,1,1,1,3,Pertanian/Peternakan,Perkebunan kecil,87,16
48900000,2,2,1,2,Pertanian/Peternakan,Perkebunan kecil,87,17
16600000,2,2,1,2,Pertanian/Peternakan,Perkebunan kecil,87,18
197300000,2,3,2,1,Pertanian/Peternakan,Perkebunan kecil,87,19
95500000,2,1,1,2,Pertanian/Peternakan,Perkebunan kecil,87,20
10600000,2,1,1,2,Pertanian/Peternakan,Budidaya cabai,88,1
13500000,1,1,2,2,Pertanian/Peternakan,Budidaya cabai,88,2
130000000,1,1,1,2,Pertanian/Peternakan,Budidaya cabai,88,3
20500000,2,1,1,2,Pertanian/Peternakan,Budidaya cabai,88,4
123100000,2,2,1,2,Pertanian/Peternakan,Budidaya cabai,88,5
73800000,2,3,3,2,Pertanian/Peternakan,Budidaya cabai,88,6
20500000,2,1,1,3,Pertanian/Peternakan,Budidaya cabai,88,7
15700000,3,1,1,2,Pertanian/Peternakan,Budidaya cabai,88,8
20500000,2,1,2,1,Pertanian/Peternakan,Budidaya cabai,88,9
26400000,3,1,1,2,Pertanian/Peternakan,Budidaya cabai,88,10
23900000,1,1,1,1,Pertanian/Peternakan,Budidaya cabai,88,11
12900000,3,3,2,3,Pertanian/Peternakan,Budidaya cabai,88,12
109700000,2,1,1,1,Pertanian/Peternakan,Budidaya cabai,88,13
169900000,2,1,3,2,Pertanian/Peternakan,Budidaya cabai,88,14
54500000,2,1,2,2,Pertanian/Peternakan,Budidaya cabai,88,15
12100000,2,1,3,2,Pertanian/Peternakan,Budidaya cabai,88,16
116900000,3,2,2,2,Pertanian/Peternakan,Budidaya cabai,88,17
172500000,2,3,1,2,Pertanian/Peternakan,Budidaya cabai,88,18
11200000,2,1,1,2,Pertanian/Peternakan,Budidaya cabai,88,19
24000000,2,1,1,1,Pertanian/Peternakan,Budidaya cabai,88,20
15800000,1,2,1,3,Pertanian/Peternakan,Budidaya jamur,89,1
157200000,3,1,2,2,Pertanian/Peternakan,Budidaya jamur,89,2
30000000,2,1,2,2,Pertanian/Peternakan,Budidaya jamur,89,3
159800000,3,1,2,2,Pertanian/Peternakan,Budidaya jamur,89,4
18200000,2,1,1,2,Pertanian/Peternakan,Budidaya jamur,89,5
16100000,1,2,1,2,Pertanian/Peternakan,Budidaya jamur,89,6
32100000,2,3,2,2,Pertanian/Peternakan,Budidaya jamur,89,7
36900000,2,1,1,3,Pertanian/Peternakan,Budidaya jamur,89,8
25500000,3,2,1,2,Pertanian/Peternakan,Budidaya jamur,89,9
23000000,3,1,2,3,Pertanian/Peternakan,Budidaya jamur,89,10
41600000,2,1,1,2,Pertanian/Peternakan,Budidaya jamur,89,11
89200000,2,3,1,2,Pertanian/Peternakan,Budidaya jamur,89,12
16100000,2,2,2,2,Pertanian/Peternakan,Budidaya jamur,89,13
25000000,3,1,2,3,Pertanian/Peternakan,Budidaya jamur,89,14
23700000,3,2,1,2,Pertanian/Peternakan,Budidaya jamur,89,15
30800000,2,1,1,2,Pertanian/Peternakan,Budidaya jamur,89,16
25600000,2,2,2,2,Pertanian/Peternakan,Budidaya jamur,89,17
19100000,3,3,1,2,Pertanian/Peternakan,Budidaya jamur,89,18
50500000,3,2,1,2,Pertanian/Peternakan,Budidaya jamur,89,19
43300000,3,1,2,2,Pertanian/Peternakan,Budidaya jamur,89,20
68400000,2,1,3,2,Pertanian/Peternakan,Budidaya buah,90,1
20400000,1,2,1,3,Pertanian/Peternakan,Budidaya buah,90,2
33200000,2,1,2,1,Pertanian/Peternakan,Budidaya buah,90,3
17500000,2,1,1,3,Pertanian/Peternakan,Budidaya buah,90,4
13000000,2,1,1,3,Pertanian/Peternakan,Budidaya buah,90,5
